id,word,class,level,past,past_participle,plural,sfi_rank,meaning_ko,meaning_ja,ex_biz,ex_biz_ko,ex_biz_ja,ex_daily,ex_daily_ko,ex_daily_ja
ox_02360,grade,verb,b2,,,,1559,"성적을 매기다, 등급을 나누다",成績をつける、格付けする,The teacher will [grade] the exams tonight.,선생님이 오늘 밤에 시험 성적을 매길 것입니다.,先生が今夜、試験の採点をします。,The fruit is [graded] by size.,과일은 크기에 따라 등급이 매겨져.,果物は大きさによって分けられています。
ox_02361,gradually,adverb,b2,,,,2188,"점진적으로, 서서히",徐々に、次第に,The economy is [gradually] improving.,경제가 서서히 개선되고 있습니다.,経済は徐々に改善しています。,It [gradually] became darker.,서서히 어두워졌어.,次第に暗くなりました。
ox_02362,graduate,noun,b1,,,,1548,대학 졸업자,卒業生、大学卒業者,We hire many college [graduates].,우리는 대졸자들을 많이 채용합니다.,私たちは多くの大卒者を雇っています。,She is a recent [graduate].,최근에 졸업했어.,彼女は最近の卒業生です。
ox_02363,graduate,verb,b1,,,,1548,졸업하다,卒業する,He will [graduate] and start work in May.,졸업하고 5월에 업무를 시작할 것입니다.,彼は卒業して五月に仕事を始めます。,He will [graduate] next year.,내년에 졸업해.,彼は来年卒業します。
ox_02364,grain,noun,b1,,,,2727,"곡물, 알갱이",穀物,The company sells [grain].,회사는 곡물을 판매합니다.,その会社は穀物を販売しています。,A [grain] of sand.,모래 한 알.,砂の一粒。
ox_02365,grand,adjective,b2,,,,2093,"웅장한, 장대한",壮大な、豪華な,The hotel has a [grand] entrance.,그 호텔은 웅장한 입구를 갖추고 있습니다.,そのホテルには壮大な入り口があります。,He has [grand] plans for the future.,그는 미래에 대한 원대한 계획이 있어.,彼は将来に対して大きな計画を持っています。
ox_02366,grandfather,noun,a1,,,,90669,할아버지,祖父,Smith is a famous [grandfather].,스미스 씨는 유명한 할아버지(인사)입니다.,スミスさんは有名な祖父です。,My [grandfather] is kind.,우리 할아버지는 친절해.,私の祖父は親切です。
ox_02367,grandmother,noun,a1,,,,2604,할머니,祖母,She is a famous [grandmother].,유명한 할머니(인사)입니다.,彼女は有名な祖母です。,My [grandmother] is kind.,우리 할머니는 친절해.,私の祖母は親切です。
ox_02368,grandparent,noun,a1,,,,92302,조부모,祖父母,Are you a [grandparent]?,조부모님이신가요?,あなたは祖父母ですか？,Visit your [grandparents].,할아버지 할머니 댁에 가보렴.,おじいちゃんおばあちゃんのところに行きなさい。
ox_02369,grant,noun,b2,,,,1147,"보조금, 승인",助成金、交付金,The research project received a government [grant].,연구 프로젝트는 정부 보조금을 받았습니다.,研究プロジェクトは政府の助成金を受けました。,They applied for a student [grant].,그들은 학생 보조금을 신청했어.,彼らは学生用交付金を申請しました。
ox_02370,grant,verb,b2,,,,1147,"승인하다, 허가하다",承認する、許可する,The manager decided to [grant] my request.,매니저가 내 요청을 승인하기로 했습니다.,マネージャーは私の要求を承認することに決めました。,May God [grant] you peace.,신의 가호가 있기를(평화를 주시기를).,神があなたに平和を与えてくださいますように。
ox_02371,graphic,adjective,b2,,,,90694,"도표의, 그래픽의",グラフィックの、図解した,The report includes [graphic] illustrations.,보고서에는 그래픽 삽화가 포함되어 있습니다.,報告書にはグラフィックの挿絵が含まれています。,It's a [graphic] design.,이건 그래픽 디자인이야.,これはグラフィックデザインです。
ox_02372,graphics,noun,b2,,,,90789,"도표, 그래픽",グラフィックス、図画,The computer has high-quality [graphics].,컴퓨터의 그래픽 품질이 아주 좋습니다.,コンピュータのグラフィックス品質は非常に高いです。,I'm studying computer [graphics].,나는 컴퓨터 그래픽을 공부하고 있어.,私はコンピュータグラフィックスを勉強しています。
ox_02373,grasp,noun,c1,,,,91420,"이해, 움켜잡기",理解、把握、掴むこと,He has a good [grasp] of the local market.,그는 현지 시장에 대한 이해도가 높습니다.,彼は現地市場をよく把握しています。,The child tightened his [grasp] on the toy.,아이가 장난감을 꽉 움켜쥐었어.,子供はおもちゃを握る手を強めました。
ox_02374,grasp,verb,c1,,,,91421,"이해하다, 꽉 잡다",理解する、しっかり掴む,I couldn't [grasp] the meaning of his words.,나는 그의 말뜻을 이해할 수 없었습니다.,彼の言葉の意味を理解できませんでした。,He [grasped] my arm tightly.,그가 내 팔을 꽉 잡았어.,彼は私の腕を強く握りました。
ox_02375,grass,noun,a2,,,,2193,"풀, 잔디",草、芝生,Keep off the [grass].,잔디밭에 들어가지 마세요.,芝生に入らないでください。,The [grass] is green.,풀이 초록색이네.,草が緑色です。
ox_02376,grateful,adjective,b1,,,,1977,고마워하는,感謝している,We are [grateful] for your business.,거래해주셔서 감사합니다.,お取引いただき感謝しております。,I am [grateful] to you.,너한테 정말 고마워.,あなたに感謝しています。
ox_02377,grave,adjective,c1,,,,90536,"심각한, 엄숙한",重大な、厳粛な,The firm is in [grave] financial danger.,회사는 심각한 재정적 위험에 처해 있습니다.,会社は重大な財政危機にあります。,He had a [grave] expression on his face.,그는 얼굴에 엄숙한 표정을 짓고 있었어.,彼は厳粛な表情をしていました。
ox_02378,grave,noun,c1,,,,90537,무덤,墓,We visited the [graves] of our ancestors.,우리는 조상들의 무덤을 방문했습니다.,私たちは先祖の墓参りをしました。,The secret will follow him to the [grave].,그 비밀은 그와 함께 무덤까지 갈 거야.,その秘密は彼と共に墓まで行くでしょう。
ox_02379,gravity,noun,c1,,,,90749,"중력, 심각성",重力、重大さ,The [gravity] of the situation is clear to all.,상황의 심각성은 모두에게 명확합니다.,状況の重大さは誰の目にも明らかです。,Objects fall due to the force of [gravity].,물체는 중력의 힘 때문에 떨어져.,物体は重力によって落下します。
ox_02380,great,adjective,a1,,,,124,"큰, 훌륭한",大きい、すばらしい,This is a [great] idea.,정말 좋은 생각입니다.,それはすばらしい考えです。,I feel [great]!,기분이 아주 좋아!,気分が最高です！
ox_02381,greatly,adverb,b2,,,,2418,"대단히, 크게",非常に、大いに,Our sales have [greatly] increased this year.,올해 매출이 대단히 증가했습니다.,今年の売上は大幅に増加しました。,I [greatly] appreciate your help.,도와주셔서 정말 감사합니다.,助けていただいて本当に感謝しています。
ox_02382,green,adjective,a1,,,,940,초록색의,緑の,Use a [green] pen.,초록색 펜을 사용하세요.,緑のペンを使ってください。,The grass is [green].,풀이 초록색이야.,草は緑色です。
ox_02383,green,noun,a1,,,,940,초록색,緑色,The logo is [green].,로고가 초록색입니다.,ロゴは緑色です。,I like [green].,난 초록색이 좋아.,私は緑が好きです。
ox_02384,greenhouse,noun,b2,,,,91844,온실,温室,They grow tomatoes in a [greenhouse].,그들은 온실에서 토마토를 재배합니다.,彼らは温室でトマトを育てています。,The [greenhouse] effect causes global warming.,온실 효과는 지구 온난화를 유발해.,温室効果が地球温暖化の原因です。
ox_02385,greet,verb,a2,,,,2614,"인사하다, 맞이하다",挨拶する、迎える,Please [greet] the client.,고객을 맞이해(인사해) 주세요.,クライアントに挨拶してください。,He [greets] me every day.,매일 나한테 인사해.,彼は毎日私に挨拶します。
ox_02386,grey,adjective,a1,,,,90314,회색의,灰色の,Wear a [grey] shirt.,회색 셔츠를 입으세요.,灰色のシャツを着なさい。,The sky is [grey].,하늘이 회색이야.,空は灰色です。
ox_02387,grey,noun,a1,,,,90315,회색,灰色,The logo is [grey].,로고가 회색입니다.,ロゴは灰色です。,I like [grey].,난 회색이 좋아.,私は灰色が好きです。
ox_02388,grid,noun,c1,,,,90818,"격자, 전력망",格子、送電網,The solar panels are connected to the [grid].,태양광 패널이 전력망에 연결되어 있습니다.,ソーラーパネルは送電網に接続されています。,Draw a [grid] on the paper before sketching.,스케치하기 전에 종이에 격자를 그려 봐.,スケッチする前に紙に格子を描きなさい。
ox_02389,grief,noun,c1,,,,91096,"슬픔, 비탄",悲しみ、嘆き,He expressed deep [grief] at the news.,그는 소식을 듣고 깊은 슬픔을 표했습니다.,彼はその知らせに深い悲しみを表明しました。,Time helps to ease the pain of [grief].,시간은 슬픔의 고통을 완화하는 데 도움이 돼.,時間は悲しみの痛みを和らげるのに役立ちます。
ox_02390,grin,noun,c1,,,,2797,활짝 웃음,にっこり笑うこと,She had a wide [grin] on her face.,그녀는 얼굴에 환한 미소를 짓고 있었습니다.,彼女は顔に満面の笑みを浮かべていました。,He answered with a mischievous [grin].,그는 장난기 섞인 웃음을 지으며 대답했어.,彼はいたずらっぽい笑みを浮かべて答えました。
ox_02391,grin,verb,c1,,,,2797,활짝 웃다,にっこり笑う,He [grinned] when he saw the results.,결과를 보고 그는 활짝 웃었습니다.,結果を見て、彼はにっこり笑いました。,She [grinned] at me from across the room.,그녀가 방 건너편에서 나를 보고 활짝 웃었어.,彼女は部屋の向こうから私ににっこり笑いかけました。
ox_02392,grind,verb,c1,ground,ground,,91507,"갈다, 연마하다",砕く、研ぐ、挽く,The machine [grinds] the beans into powder.,기계가 원두를 가루로 갑니다.,機械が豆を粉に挽きます。,[Grind] the knife to make it sharp.,칼을 날카롭게 갈아라.,ナイフを研いで鋭くしなさい。
ox_02393,grip,noun,c1,,,,91014,"통제, 움켜잡음",把握、支配、掴むこと,The firm has a strong [grip] on the market.,회사는 시장에 대해 강력한 통제력을 가지고 있습니다.,その会社は市場を強力に支配しています。,Keep a tight [grip] on the handle.,손잡이를 꽉 잡으세요.,ハンドルをしっかり握っていなさい。
ox_02394,grip,verb,c1,,,,91015,"꽉 잡다, 사로잡다",しっかり握る、心を捉える,He [gripped] the steering wheel tightly.,그는 운전대를 꽉 잡았습니다.,彼はハンドルをしっかりと握りました。,The movie [gripped] the audience until the end.,그 영화는 끝까지 관객들을 사로잡았어.,その映画は最後まで観客を惹きつけました。
ox_02395,grocery,noun,b2,,,,91162,"식료품, 잡화",食料品、雑貨,I need to buy some [groceries].,식료품을 좀 사야 합니다.,食料品を買う必要があります。,She works at a [grocery] store.,그녀는 식료품점에서 일해.,彼女は食料品店で働いています。
ox_02396,gross,adjective,c1,,,,90349,"총체적인, 중대한",総計の、重大な、ひどい,The [gross] profit rose by 10% this year.,매출 총이익이 올해 10% 상승했습니다.,売上総利益は今年10％増加しました。,It was a [gross] violation of the rules.,그것은 중대한 규칙 위반이었어.,それは重大な規則違反でした。
ox_02397,ground,noun,a2,,,,586,"지면, 땅",地面、地面,The project is on the [ground].,프로젝트는 현장(지면)에서 진행 중입니다.,そのプロジェクトは現場で進んでいます。,Sit on the [ground].,땅바닥에 앉아.,地面に座りなさい。
ox_02398,group,noun,a1,,,,167,"집단, 그룹",グループ,I work in this [group].,저는 이 부서(그룹)에서 일합니다.,私はこのグループで働いています。,A [group] of friends is here.,친구 한 무리가 여기 있어.,友達のグループがここにいます。
ox_02399,grow,verb,a1,grew,grown,,335,"자라다, 성장하다",育つ、成長する,The company will [grow].,회사는 성장할 것입니다.,会社は成長するでしょう。,The plant [grows] fast.,식물이 빨리 자라네.,植物が早く育ちます。
ox_02400,growth,noun,b1,,,,678,"성장, 발전",成長、発展,We see strong [growth] in sales.,매출이 크게 성장하고 있습니다.,売上の力強い成長が見られます。,Watch the [growth] of the tree.,나무가 자라는(성장하는) 걸 봐.,木が成長するのを見なさい。
ox_02401,guarantee,noun,b2,,,,1570,"보증, 보증서",保証、保証書,The product comes with a two-year [guarantee].,이 제품은 2년 보증이 제공됩니다.,この製品には2年間の保証がついています。,Is there a money-back [guarantee]?,환불 보증이 있니?,返金保証はありますか？
ox_02402,guarantee,verb,b2,,,,1570,보증하다,保証する,We cannot [guarantee] the results.,결과를 보증할 수는 없습니다.,結果を保証することはできません。,I [guarantee] that you'll like it.,네가 마음에 들어 할 거라고 장담(보증)해.,あなたがそれを気に入ることを保証します。
ox_02403,guard,noun,b1,,,,1677,"경비원, 보호 요원",警備員、ガード,The [guard] is at the office.,경비원이 사무실에 있습니다.,警備員がオフィスにいます。,He is a [guard] at school.,학교 경비원이야.,彼は学校の警備員です。
ox_02404,guard,verb,b1,,,,1677,"보호하다, 지키다",守る、保護する,We must [guard] the data.,우리는 자료를 지켜야 합니다.,データを保護しなければなりません。,[Guard] the door.,문 좀 지키고 있어봐.,ドアを見張っていなさい。
ox_02405,guerrilla,noun,c1,,,,92217,게릴라,ゲリラ,The [guerrilla] fighters attacked at night.,게릴라 전사들이 밤에 공격했습니다.,ゲリラ兵たちが夜間に攻撃しました。,They are using [guerrilla] marketing tactics.,그들은 게릴라 마케팅 전략을 쓰고 있어.,彼らはゲリラマーケティングの手法を用いています。
ox_02406,guess,noun,a1,,,,901,추측,推測,Make a [guess].,추측해 보세요.,推測してみてください。,It is just a [guess].,그냥 추측일 뿐이야.,ただの推測です。
ox_02407,guess,verb,a1,,,,901,추측하다,推測する,Can you [guess] the price?,가격을 맞혀보시겠습니까?,価格を当てられますか？,[Guess] who I saw.,내가 누구 봤는지 맞춰봐.,誰に会ったか当ててみて。
ox_02408,guest,noun,a2,,,,1430,"손님, 게스트",客、ゲスト,We have an important [guest] today.,오늘 중요한 손님이 계십니다.,今日は大切なお客様がいます。,Be nice to our [guest].,우리 손님한테 잘해드려.,お客様に親切にしなさい。
ox_02409,guidance,noun,c1,,,,90494,"지도, 지침",指導、案内,We need clear [guidance] from the board.,우리는 이사회의 명확한 지도가 필요합니다.,理事会からの明確な指導が必要です。,She asked for [guidance] on her career path.,그녀는 진로에 대해 조언을 구했어.,彼女はキャリアパスについての指導を求めました。
ox_02410,guide,noun,a2,,,,1146,"안내서, 가이드",ガイド、案内書,Read the office [guide].,사무실 안내서를 읽어보세요.,オフィスの案内書を読んでください。,I need a city [guide].,나는 시내 가이드북이 필요해.,私は市内ガイドが必要です。
ox_02411,guide,verb,a2,,,,1146,"안내하다, 인도하다",案内する、導く,I will [guide] you through the plan.,제가 계획에 대해 안내해 드리겠습니다.,私が計画を案内します。,[Guide] me to the park.,공원까지 길 좀 알려줘(인도해줘).,公園まで案内してください。
ox_02412,guideline,noun,b2,,,,2655,"지침, 가이드라인",指針、ガイドライン,Please follow the safety [guidelines].,안전 지침을 따라 주십시오.,安全ガイドラインに従ってください。,The [guidelines] are very clear.,지침이 매우 명확해.,ガイドラインは非常に明確です。
ox_02413,guilt,noun,c1,,,,90960,죄책감,罪悪感,He felt a sense of [guilt] after the mistake.,그는 실수한 후 죄책감을 느꼈습니다.,彼はミスをした後、罪悪感を感じました。,The court established his [guilt] in the case.,법원이 그 사건에서 그의 유죄를 확정했어.,裁判所はその事件における彼の有罪を確定しました。
ox_02414,guilty,adjective,b1,,,,2129,죄책감이 드는,罪悪感のある,The company was found [guilty].,회사는 과실(유죄)이 있는 것으로 밝혀졌습니다.,その会社は過失があるとされました。,He felt [guilty].,그가 미안해했어(죄책감을 느꼈어).,彼は罪悪感を感じていました。
ox_02415,guitar,noun,a1,,,,2589,기타,ギター,He plays the [guitar] well.,기타를 잘 칩니다.,彼はギターを上手に弾きます。,I want to play the [guitar].,기타 치고 싶어.,ギターを弾きたいです。
ox_02416,gun,noun,a2,,,,1442,총,銃,A police officer with a [gun].,총을 든 경찰관.,銃を持った警察官。,I saw a [gun] in the movie.,영화에서 총을 봤어.,映画で銃を見ました。
ox_02417,gut,noun,c1,,,,91286,"직감, 내장",直感、腸,I had a [gut] feeling that something was wrong.,무언가 잘못되었다는 직감이 들었습니다.,何かがおかしいという直感がありました。,The fish was cleaned and the [guts] removed.,생선은 깨끗이 손질되어 내장이 제거되었어.,魚はきれいに洗われ、内臓が取り除かれました。
ox_02418,guy,noun,a2,,,,701,"사람, 남자",男、やつ,He is a good [guy].,좋은 사람입니다.,彼は良い人です。,Hi [guys]!,안녕 얘들아!,やあ、みんな！
ox_02419,gym,noun,a1,,,,90368,체육관,ジム,I go to the [gym] after work.,퇴근 후에 체육관에 갑니다.,仕事の後にジムに行きます。,He is at the [gym].,체육관에 있어.,彼はジムにいます。
ox_02420,habit,noun,a2,,,,1828,습관,習慣,A good work [habit].,올바른 업무 습관.,良い仕事の習慣。,I have a bad [habit].,난 나쁜 버릇(습관)이 있어.,私には悪い癖があります。
ox_02421,habitat,noun,b2,,,,91395,서식지,生息地,The forest is the natural [habitat] of many animals.,숲은 많은 동물의 자연 서식지입니다.,森は多くの動物の自然の生息地です。,We must protect the panda's [habitat].,우리는 판다의 서식지를 보호해야 해.,パンダの生息地を守らなければなりません。
ox_02422,hail,verb,c1,,,,91558,"환호하며 맞이하다, 부르다",歓迎する、呼ぶ,Critics [hailed] the new app as a masterpiece.,비평가들은 새 앱을 걸작이라며 환호했습니다.,批評家たちは新しいアプリを傑作だと絶賛しました。,We [hailed] a taxi in the heavy rain.,우리는 폭우 속에서 택시를 불렀어.,私たちは大雨の中でタクシーを呼びました。
ox_02423,hair,noun,a1,,,,913,머리카락,髪,He has short [hair].,머리가 짧습니다.,彼は髪が短いです。,Wash your [hair].,머리 감아.,髪を洗いなさい。
ox_02424,half,adverb,a2,,,,365,"반쯤, 절반",半分ほど,The project is [half] done.,프로젝트가 절반 정도 끝났습니다.,プロジェクトは半分終わりました。,I am [half] asleep.,나 반쯤 잠들었어.,半分眠っています。
ox_02425,half,determiner,a1,,,,365,절반의,半分の,[Half] of the day is gone.,하루의 절반이 지났습니다.,一日の半分が過ぎました。,I want [half] an apple.,사과 반 개만 줘.,リンゴを半分欲しいです。
ox_02426,half,noun,a1,,,halves,365,절반,半分,The first [half] is done.,전반부(절반)가 끝났습니다.,前半が終わりました。,Cut it in [half].,반으로 잘라.,半分に切って。
ox_02427,half,pronoun,a1,,,,365,절반,半分,Give me [half].,절반만 주세요.,半分ください。,I ate [half] of it.,내가 그거 반 먹었어.,私はそれを半分食べました。
ox_02428,halfway,adverb,c1,,,,91163,"중간에, 중간쯤",途中で、中間の,The project is only [halfway] finished.,프로젝트는 이제 겨우 중간쯤 끝났습니다.,プロジェクトはようやく半分終わったところです。,We met [halfway] between our offices.,우리는 사무실 사이 중간 지점에서 만났어.,私たちはオフィスの中間地点で会いました。
ox_02429,hall,noun,a2,,,,1480,"복도, 홀",廊下、ホール,The office is down the [hall].,사무실은 복도 끝에 있습니다.,オフィスは廊下の先にあります。,Walk in the [hall].,복도에서 걸어.,廊下を歩きなさい。
ox_02430,halt,noun,c1,,,,91538,"정지, 중단",停止、中断,Work came to a sudden [halt] today.,업무가 오늘 갑자기 정지되었습니다.,仕事が今日突然中断されました。,The peace talks were at a [halt].,평화 회담이 중단 상태였어.,和平交渉は停滞していました。
ox_02431,halt,verb,c1,,,,91539,"멈추다, 정지시키다",止まる、停止させる,We need to [halt] the spread of the virus.,우리는 바이러스의 확산을 막아야 합니다.,ウイルスの拡散を阻止する必要があります。,The car [halted] at the red light.,차는 빨간불에 멈춰 섰어.,車は赤信号で止まりました。
ox_02432,hand,noun,a1,,,,198,손,手,Please [hand] in your work.,업무 결과물을 제출하세요.,成果物を提出してください。,Wash your [hands].,손을 씻으세요.,手を洗いなさい。
ox_02433,hand,verb,b1,,,,198,"건네주다, 제출하다",渡す、提出する,Please [hand] in the report.,보고서를 제출하세요.,報告書を提出してください。,[Hand] me the water.,물 좀 건네줘.,水を渡して。
ox_02434,handful,noun,c1,,,,91016,"한 움큼, 소수",一握り、少数,A [handful] of people attended the meeting.,몇 안 되는 사람들만 회의에 참석했습니다.,一握りの人だけが会議に出席しました。,I ate a [handful] of nuts today.,오늘 견과류를 한 움큼 먹었어.,今日、一掴みのナッツを食べました。
ox_02435,handle,noun,b2,,,,1041,손잡이,取っ手、ハンドル,The [handle] of the door is broken.,문 손잡이가 고장 났습니다.,ドアの取っ手が壊れています。,Turn the [handle] to the right.,손잡이를 오른쪽으로 돌려.,取っ手を右に回してください。
ox_02436,handle,verb,b2,,,,1041,"다루다, 처리하다",扱う、処理する,The manager will [handle] your complaint.,매니저가 당신의 불만 사항을 처리할 것입니다.,マネージャーがあなたの苦情に対応します。,Can you [handle] this heavy box?,이 무거운 상자 들 수 있겠니(다룰 수 있겠니)?,この重い箱を運べますか？
ox_02437,handling,noun,c1,,,,90420,"취급, 처리",取扱い、処理,The [handling] of the crisis was professional.,위기 처리는 전문적이었습니다.,危機の処理はプロフェッショナルでした。,Be careful with the [handling] of the goods.,물건 취급에 주의하세요.,商品の取り扱いに注意してください。
ox_02438,handy,adjective,c1,,,,91422,"유용한, 편리한",便利な、手近な,The tool is very [handy] for small repairs.,그 도구는 작은 수리에 매우 유용합니다.,その道具はちょっとした修理にとても便利です。,Keep a map [handy] during the trip.,여행 중에 지도를 가까운 곳에 둬.,旅行中は地図を手元に置いておきなさい。
ox_02439,hang,verb,b1,hung,hung,,1085,"걸다, 매달다",掛ける,Please [hang] the sign here.,표지판을 여기에 거세요.,ここに標識を掛けてください。,[Hang] up your coat.,코트 좀 걸어둬.,コートを掛けなさい。
ox_02440,happen,verb,a1,,,,236,"일어나다, 발생하다",起こる、発生する,When did it [happen]?,그게 언제 일어났습니까?,それはいつ起こりましたか？,[Happen] to see you here.,여기서 널 우연히 보게 되네.,ここであなたに会うなんて。
ox_02441,happily,adverb,a2,,,,91017,행복하게,幸せに,They worked [happily] together.,그들은 즐겁게(행복하게) 함께 일했습니다.,彼らは幸せに一緒に働きました。,He smiled [happily].,행복하게 웃었어.,彼は幸せそうに微笑みました。
ox_02442,happiness,noun,b1,,,,2697,행복,幸福,Work for the [happiness].,행복을 위해 일하세요.,幸せのために働きなさい。,He is full of [happiness].,정말 행복해.,彼は幸せいっぱいです。
ox_02443,happy,adjective,a1,,,,513,행복한,幸せな,I am [happy] with the result.,결과에 만족합니다(행복합니다).,結果に満足しています。,I am so [happy]!,나 너무 행복해!,私はとても幸せです！
ox_02444,harassment,noun,c1,,,,91308,괴롭힘,嫌がらせ、ハラスメント,The firm has a zero-tolerance policy on [harassment].,회사는 괴롭힘에 대해 무관용 원칙을 가지고 있습니다.,会社はハラスメントに対して一切容赦しない方針です。,Sexual [harassment] is a serious crime.,성희롱은 심각한 범죄야.,セクハラは深刻な犯罪です。
ox_02445,harbor,noun,b2,,,,2704,항구,港,The ship arrived at the [harbor] at midnight.,배가 자정에 항구에 도착했습니다.,船は真夜中に港に到着しました。,We walked along the [harbor].,우리는 항구를 따라 걸었어.,私たちは港に沿って歩きました。
ox_02446,hard,adjective,a1,,,,298,"어려운, 단단한",難しい、硬い,The job is [hard].,업무는 어렵습니다.,その仕事は難しいです。,The bed is [hard].,침대가 딱딱해.,ベッドが硬いです。
ox_02447,hard,adverb,a1,,,,298,열심히,一生懸命に,Work [hard] on this.,이 일에 매진하세요(열심히 하세요).,これに一生懸命取り組んでください。,I study [hard].,나는 공부를 열심히 해.,私は一生懸命勉強します。
ox_02448,hardly,adverb,b1,,,,1340,거의 ~않다,ほとんど〜ない,We [hardly] had any time to rest.,우리는 쉴 시간이 거의 없었습니다.,私たちは休む時間がほとんどありませんでした。,I [hardly] know.,난 그를 거의 몰라.,私は彼のことをほとんど知りません。
ox_02449,hardware,noun,c1,,,,90555,"하드웨어, 장비",ハードウェア、金物,The [hardware] needs to be upgraded soon.,하드웨어를 곧 업그레이드해야 합니다.,ハードウェアをすぐにアップグレードする必要があります。,He works in a [hardware] store.,그는 철물점(하드웨어 가게)에서 일해.,彼は金物屋で働いています。
ox_02450,harm,noun,b2,,,,2236,"해, 손해, 피해",害、損害,The data leak caused serious [harm] to the brand.,데이터 유출은 브랜드에 심각한 피해를 줬다.,データ漏えいはブランドに深刻な損害を与えた。,"No [harm] was done, so don't worry.",아무 피해도 없었으니 걱정하지 마.,被害はなかったので心配しないで。
ox_02451,harm,verb,b2,,,,2236,"해치다, 손상시키다",害する、傷つける,Pollution can [harm] the environment.,오염은 환경을 해칠 수 있습니다.,汚染は環境を害する可能性があります。,Don't [harm] the animals.,동물들을 해치지 마.,動物を傷つけてはいけません。
ox_02452,harmful,adjective,b2,,,,91423,해로운,有害な,These chemicals are [harmful] to the environment.,이 화학 물질들은 환경에 해롭습니다.,これらの化学物質は環境に有害です。,Too much sugar is [harmful] to your teeth.,설탕을 너무 많이 먹는 건 치아에 해로워.,砂糖の摂りすぎは歯に有害です。
ox_02453,harmony,noun,c1,,,,91018,"조화, 화합",調和、ハーモニー,We need to work in [harmony] with each other.,우리는 서로 조화를 이루며 일해야 합니다.,私たちはお互いに調和して働く必要があります。,The colors are in perfect [harmony] here.,여기 색깔들이 완벽한 조화를 이뤄.,ここの色は完璧に調和しています。
ox_02454,harsh,adjective,c1,,,,90920,"가혹한, 거친",厳しい、過酷な,The region suffers from [harsh] winters.,그 지역은 가혹한 겨울로 고통받습니다.,その地域は厳しい冬に見舞われます。,He received [harsh] criticism from the boss.,그는 상사로부터 가혹한 비판을 받았어.,彼は上司から厳しい批判を受けました。
ox_02455,harvest,noun,c1,,,,91246,"수확, 수확량",収穫、収穫期,The [harvest] was excellent this season.,이번 시즌 수확은 훌륭했습니다.,今シーズンの収穫は素晴らしかったです。,We are busy during the annual [harvest].,우리는 매년 수확기 동안 바빠.,私たちは毎年の収穫期には忙しいです。
ox_02456,harvest,verb,c1,,,,91247,수확하다,収穫する,Farmers [harvest] the crops in autumn.,농부들은 가을에 농작물을 수확합니다.,農家は秋に作物を収穫します。,It's time to [harvest] the rice now.,지금 쌀을 수확할 시간이야.,今はお米を収穫する時期です。
ox_02457,hat,noun,a1,,,,1750,모자,帽子,Take off your [hat].,모자를 벗으세요.,帽子を脱いでください。,I like your [hat].,네 모자 맘에 들어.,その帽子、いいですね。
ox_02458,hate,noun,b1,,,,1380,"미움, 증오",憎しみ、嫌悪,There is no [hate] in the office.,사무실에는 미움이 없습니다.,オフィスに憎しみはありません。,I feel much [hate] for rain.,난 비가 진짜 너무 싫어.,私は雨が本当に嫌いです。
ox_02459,hate,verb,a1,,,,1380,싫어하다,嫌う,I [hate] to be late.,저는 늦는 것을 정말 싫어합니다.,私は遅れるのが嫌いです。,I [hate] rain.,난 비가 싫어.,私は雨が嫌いです。
ox_02460,hatred,noun,c1,,,,91191,"증오, 혐오",憎しみ、嫌悪,He felt a deep [hatred] for the traitor.,그는 배신자에 대해 깊은 증오를 느꼈습니다.,彼は裏切り者に対して深い憎しみを感じました。,Race [hatred] must be eliminated.,인종 혐오(증오)는 사라져야 해.,人種的憎悪は根絶されなければなりません。
ox_02461,haunt,verb,c1,,,,92124,"(생각 등이) 떠오르다, 괴롭히다, 나타나다",つきまとう、出る,The memory [haunts] him to this day.,그 기억은 오늘날까지도 그를 괴롭힙니다.,その記憶は今日まで彼を悩ませています。,A ghost [haunts] the old house.,그 낡은 집에는 유령이 나타나.,その古い家には幽霊が出ます。
ox_02462,have,verb,a1,had,had,,8,"가지다, 있다",持っている、ある,We [have] a meeting today.,오늘 회의가 있습니다.,今日、会議があります。,I [have] two brothers.,나는 남동생이 두 명 있어.,私には兄弟が二人います。
ox_02463,have,auxiliary verb,a2,had,had,,8,~했다 (완료시제 조동사),〜した・〜してきた (完了を表す助動詞),I [have] finished the report.,보고서를 다 마쳤습니다.,報告書を書き終えました。,I [have] lost my keys.,열쇠를 잃어버렸어.,鍵をなくしてしまいました。
ox_02464,have to,modal verb,a1,,,,90001,~해야 한다,~しなければならない,You [have to] finish this.,당신은 이것을 끝내야 합니다.,これを終わらせなければなりません。,I [have to] go now.,나 이제 가야 해.,もう行かなければなりません。
ox_02465,hazard,noun,c1,,,,91396,"위험, 유해 요소",危険、障害,Smoking is a serious health [hazard].,흡연은 심각한 건강 유해 요소입니다.,喫煙は深刻な健康被害をもたらす危険因子です。,The ice on the road is a [hazard] to drivers.,도로 위의 얼음은 운전자들에게 위험 요소야.,道路上の氷は運転手にとって危険です。
ox_02466,he,pronoun,a1,,,,11,그 (남자),彼,[He] is the new manager.,새 매니저입니다.,彼は新しいマネージャーです。,[He] is a tall boy.,키가 큰 소년이야.,彼は背の高い男の子です。
ox_02467,head,noun,a1,,,,259,"머리, 책임자",頭、責任者,He is the [head] of sales.,영업부장입니다.,彼は営業責任者です。,My [head] hurts.,머리가 아파.,頭が痛いです。
